,title,company,location,salary,summary
1314,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1315,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1316,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1317,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1318,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1319,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1320,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1321,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1322,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1323,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1324,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1325,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1326,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1327,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1328,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1329,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1330,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1331,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1332,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1333,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1334,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1335,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1336,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1337,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1338,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1339,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1340,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1341,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1342,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1343,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1344,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1345,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1346,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1347,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1348,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1349,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1350,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1351,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1352,"
Associate Director, Data Management and Analytics","

Parexel",nan,nan,Experience in clinical trials data management desirable.
1353,"
Data Engineering Analyst - SQL, SSIS, SSRS - Gurgaon, HR","

UnitedHealth Group",nan,nan,"Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably."
1354,"
Data Engineer II","

Indeed",nan,"

₹27,00,000 - ₹40,60,000 a year
",Hands-on data processing and data modeling experience in a big data environment.
1355,"
Data Engineering - Scala Databricks - Multiple locations","

UnitedHealth Group",nan,nan,"Experience in data ingestion, preparation, integration and operationalization techniques in optimally addressing the data requirements."
1356,"
Consultant HEOR","

Parexel","Bengaluru, Karnataka",nan,Ability to evaluate data and draw conclusions independently.
1357,"
Officer (QC Department)","
ATRA Pharmaceuticals","Aurangabad, Maharashtra",nan,Give the requisition for test data sheet and other QC documents for issuance.
1358,"
Team Lead","

Cognizant","Hyderabad, Telangana",nan,Ensures data integrity of data presented to client.
1359,"
Data Scientist / Analyst","
Adoro","Mumbai, Maharashtra",nan,"Basic understanding of statistic and Experience manipulating large data sets through statistical software(ex R, Matlab etc)."
1360,"
data architect","
CRED","Bengaluru, Karnataka",nan,"Demonstrated industry leadership in the fields of database and/or data warehousing, data sciences and big data processing."
1361,"
Quality/Business Analyst","
Enable Data Incorporated","Hyderabad, Telangana",nan,"Prepares complex data sets to test logic, error handling and system workflows."
1362,"
Expert Scientific Writer","

Novartis","Hyderabad, Telangana",nan,Where you’re given opportunities to explore the power of digital and data.
1363,"
Data Analyst","

IBM","Bengaluru, Karnataka",nan,Acquire data from primary or secondary data sources and maintain databases/data system.
1364,"
Software Engineer- Data Engineer","

XenonStack","Chandigarh, Chandigarh",nan,"We are looking for a passionate Software Engineer to design, develop and implement Solution for Data Engineering and Product Development for DevOps, Big Data…"
1365,"
Associate Consultant- SAP Fiori UI5","

Yash Technologies","Hyderabad, Telangana",nan,Our SAP service line is currently looking for industry-leading SAP UI5 Fiori professionals with hands-on project experience.
1366,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1367,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1368,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1369,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1370,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1371,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1372,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1373,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1374,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1375,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1376,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1377,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1378,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1379,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1380,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1381,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1382,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1383,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1384,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1385,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1386,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1387,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1388,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1389,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1390,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1391,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1392,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1393,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1394,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1395,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1396,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1397,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1398,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1399,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1400,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1401,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1402,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1403,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1404,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1405,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1406,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1407,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1408,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1409,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1410,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1411,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1412,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1413,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1414,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1415,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1416,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1417,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1418,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1419,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1420,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1421,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1422,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1423,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1424,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1425,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1426,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1427,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1428,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1429,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1430,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1431,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1432,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1433,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1434,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1435,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1436,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1437,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1438,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1439,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1440,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1441,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1442,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1443,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1444,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1445,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1446,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1447,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1448,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1449,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1450,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1451,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1452,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1453,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1454,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1455,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1456,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1457,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1458,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1459,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1460,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1461,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1462,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1463,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1464,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1465,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1466,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1467,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1468,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1469,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1470,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1471,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1472,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1473,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1474,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1475,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1476,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1477,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1478,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1479,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1480,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
1481,"
Customer Development Officer - MP","

Colgate-Palmolive",nan,nan,Utilize data to drive overall business performance.
1482,"
SOFTWARE DEVELOPER (BIG DATA, JAVA, Spark, Hadoop, Mahout, P...","
Talpro",nan,"

₹35,00,000 - ₹50,00,000 a year
",Build scalable pipelines for data analysis and transformation.
1483,"
Senior Big Data Developer","
Quess IT Staffing (Formerly known as Magna Infotech)",nan,"

₹11,50,000 - ₹16,50,000 a year
","Role: - Sr. Big data Developer with Apache SPARK, Scala and Hive."
1484,"
Team Leader Analytical and Product Chemistry Team - (1802271...","

Syngenta India Limited",nan,nan,"People leading skills, communication across international boundaries, expertise in written and verbal communication of scientific data and results, ability to…"
1485,"
Senior Data Analyst","
Talent500",nan,nan,Experience with data transformation and BI tools.
1486,"
Sr. Product Manager","
Ace Consulting Jobs",nan,"

₹35,00,000 - ₹40,00,000 a year
",(S)he is also comfortable looking at data to make data-driven decisions and build business cases.
1487,"
Accounts Executive(Freshers can apply)","
Invision Medi Science Pvt Ltd",nan,"

₹13,000 - ₹15,000 a month
","Reconcile discrepancies between internal data, contractual documentation and invoices."
1488,"
ICT System Administrator","

OERLIKON",nan,nan,"Bachelor’s degree in computer science , IT or related discipline."
1489,"
Senior Patient Safety Specialist","

Alcon",nan,nan,"Re-assess the data, ensure accurate product selection and assign required event code(s) in the system."
1490,"
IT Systems Analyst - Tableau","
Emendate India",nan,"

₹40,000 - ₹50,000 a month
","Bachelor’s degree in computer science, Information Technology or engineering."
1491,"
Senior Data Scientist","

Colgate-Palmolive",nan,nan,"Defines data lifecycles, including data sources, frequency and process for ongoing model upgrades."
1492,"
Sales Manager Assistant B2B- REMOTE OPPORTUNITY","
StartUs Insights",nan,"

₹40,000 - ₹70,000 a month
","We are StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
1493,"
SA/LSA/SSA-SOAR Developer-Hyderabad/Bengaluru/Gurgaon","

Deloitte",nan,nan,Security telemetry coupled with referential data).
1494,"
BIDW Technical Manager","
Fischer Measurement Technologies (India) Pvt. Ltd",nan,nan,Contribute to DW data modeling by reviewing and translating data models into optimal ETL designs.
1495,"
Customer Development Officer - CM","

Colgate-Palmolive",nan,nan,Ensure width and depth of distribution of products in the given zone and implementation of commercial strategies so as to achieve the sales and distribution…
